,lead
8702,1-3208
8703,2-0799
8704,3-4580
8705,5-7086
8706,8-0480
8707,5-3040
8708,7-9795
8709,7-1916
8710,7-8262
8711,7-8352
8712,4-4566
8713,8-9741
8714,7-8604
8715,7-2841
8716,1-8638
8717,7-0026
8718,3-1422
8719,7-2347
8720,4-1356
8721,6-6524
8722,1-1236
8723,4-1158
8724,4-9125
8725,3-4967
8726,5-6383
8727,7-9180
8728,1-1280
8729,7-0666
8730,1-5224
8731,3-3190
8732,2-7428
8733,4-7038
8734,6-9424
8735,7-3646
8736,2-1577
8737,8-0514
8738,2-9511
8739,2-1508
8740,4-8408
8741,5-4310
8742,6-1882
8743,4-7083
8744,7-0394
8745,2-4343
8746,1-9011
8747,8-9830
8748,1-3699
8749,1-8906
8750,5-9137
8751,1-8652
8752,6-1242
8753,7-3674
8754,1-2050
8755,5-9243
8756,3-0156
8757,3-8353
8758,5-5130
8759,8-5509
8760,3-0468
8761,1-7724
8762,1-6654
8763,3-7100
8764,7-3877
8765,4-8763
8766,7-4543
8767,5-9283
8768,8-1681
8769,5-9595
8770,8-1233
8771,5-0115
8772,3-0033
8773,6-4245
8774,2-1197
8775,5-7868
8776,3-3397
8777,1-3199
8778,6-4694
8779,7-4668
8780,8-5216
8781,4-6564
8782,8-1180
8783,3-5642
8784,4-0604
8785,5-7519
8786,6-2347
8787,4-7235
8788,7-6155
8789,7-6505
8790,1-9526
8791,1-6821
8792,1-7506
8793,4-8825
8794,6-7651
8795,5-4205
8796,7-3383
8797,7-7229
8798,2-2850
8799,2-0480
8800,5-1346
8801,4-1024
8802,1-5559
8803,3-0318
8804,2-6946
8805,5-9408
8806,3-7248
8807,6-8762
8808,8-2904
8809,6-4773
8810,3-9195
8811,2-7142
8812,1-0512
8813,4-8815
8814,7-7108
8815,3-3741
8816,2-0130
8817,6-5617
8818,4-2478
8819,8-2678
8820,6-6525
8821,8-0119
8822,3-8679
8823,4-9054
8824,3-0298
8825,7-7683
8826,5-5493
8827,3-7807
8828,4-3916
8829,1-9979
8830,8-0982
8831,6-4950
8832,1-9181
8833,7-4548
8834,4-3164
8835,7-1096
8836,8-7468
8837,4-9881
8838,1-6368
8839,3-6192
8840,5-9980
8841,6-7552
8842,4-6458
8843,3-9695
8844,1-1510
8845,1-3573
8846,6-2350
8847,4-1859
8848,5-7306
8849,7-9864
8850,8-4704
8851,6-8055
8852,7-7219
8853,1-3353
8854,7-0639
8855,5-8892
8856,7-3957
8857,6-6923
8858,7-0751
8859,3-4130
8860,1-5636
8861,8-0624
8862,2-9668
8863,1-6222
8864,5-5257
8865,7-1472
8866,3-1298
8867,7-9550
8868,2-7136
8869,8-7101
8870,5-9785
8871,5-7478
8872,1-6277
8873,5-3233
8874,1-8351
8875,8-2690
8876,4-1559
8877,4-5478
8878,4-6752
8879,6-1791
8880,7-7471
8881,5-1886
8882,3-8322
8883,2-2988
8884,4-3714
8885,3-9990
8886,8-0503
8887,8-6624
8888,2-6044
8889,7-5394
8890,5-7141
8891,2-3181
8892,4-2584
8893,4-0074
8894,6-3184
8895,7-6271
8896,8-1006
8897,5-3763
8898,1-3088
8899,6-5809
8900,1-9457
8901,3-4536
8902,5-0334
8903,8-4570
8904,4-6494
8905,8-6174
8906,7-7989
8907,4-9093
8908,6-9340
8909,2-7065
8910,3-7483
8911,5-4827
8912,6-5408
8913,1-0549
8914,2-3054
8915,3-4883
8916,8-2562
8917,2-0834
8918,6-9510
8919,2-2966
8920,8-1654
8921,3-3172
8922,7-5412
8923,2-6060
8924,5-9462
8925,2-8529
8926,1-7269
8927,4-4243
8928,7-9956
8929,8-0148
8930,7-5864
8931,8-9773
8932,5-6620
8933,4-1995
8934,8-7317
8935,1-0237
8936,2-8411
8937,5-8299
8938,3-0792
8939,7-1243
8940,7-7648
8941,2-7857
8942,3-5295
8943,3-8288
8944,8-4885
8945,4-1959
8946,4-1682
8947,2-8280
8948,5-6109
8949,3-6057
8950,1-4102
8951,6-5026
8952,7-7363
8953,6-3830
8954,4-8607
8955,3-9710
8956,8-1616
8957,4-8355
8958,7-1425
8959,8-4879
8960,5-2687
8961,8-5512
8962,6-1278
8963,7-7403
8964,8-4226
8965,1-2925
8966,4-5983
8967,4-1343
8968,7-9973
8969,3-6687
8970,1-8700
8971,1-5219
8972,2-4865
8973,4-8117
8974,2-4624
8975,6-7502
8976,6-7436
8977,3-0594
8978,4-0598
8979,7-5527
8980,3-7030
8981,7-2260
8982,6-0276
8983,7-8790
8984,4-6310
8985,7-3151
8986,1-1219
8987,3-1766
8988,4-1782
8989,5-0462
8990,8-8237
8991,8-1213
8992,7-3030
8993,2-6339
8994,6-8695
8995,6-3268
8996,2-0318
8997,2-2980
8998,3-9752
8999,6-9012
9000,1-0992
9001,7-4589
9002,8-6035
9003,8-5034
9004,3-4293
9005,8-9966
9006,2-2085
9007,2-9082
9008,1-7542
9009,8-2130
9010,8-5172
9011,6-4889
9012,5-3231
9013,1-6193
9014,4-6276
9015,3-5793
9016,5-5682
9017,6-6976
9018,5-0143
9019,4-4370
9020,1-5005
9021,7-4681
9022,3-8756
9023,4-8692
9024,4-7938
9025,6-9609
9026,6-2534
9027,5-8430
9028,1-0367
9029,5-3145
9030,6-9050
9031,1-3133
9032,1-4962
9033,6-2165
9034,8-1083
9035,7-5673
9036,8-5075
9037,6-8387
9038,1-8234
9039,8-8361
9040,8-7096
9041,1-1406
9042,2-2262
9043,7-6482
9044,7-4138
9045,8-4454
9046,2-4938
9047,3-6262
9048,1-0239
9049,3-2819
9050,4-4974
9051,2-2671
9052,6-7978
9053,1-0039
9054,4-6357
9055,7-4258
9056,1-8231
9057,1-4823
9058,5-1789
9059,6-3569
9060,8-1281
9061,3-6267
9062,5-0200
9063,1-9068
9064,6-6023
9065,4-9947
9066,7-0887
9067,2-0790
9068,8-1777
9069,5-1415
9070,3-5038
9071,2-7751
9072,6-8458
9073,4-4890
9074,3-1965
9075,8-5808
9076,2-5262
9077,8-1771
9078,6-3413
9079,7-9328
9080,6-0024
9081,8-7554
9082,5-4073
9083,2-4229
9084,7-5540
9085,2-8435
9086,7-8599
9087,7-3803
9088,5-2327
9089,6-7823
9090,7-8788
9091,8-9661
9092,2-2178
9093,4-9751
9094,8-7583
9095,6-2023
9096,1-8998
9097,7-2339
9098,6-6046
9099,8-7530
9100,2-3107
9101,5-1962
9102,5-0038
9103,3-8020
9104,7-4721
9105,2-1801
9106,8-8829
9107,3-0825
9108,5-6329
9109,6-9324
9110,2-3758
9111,6-3951
9112,6-0129
9113,4-7946
9114,5-7735
9115,6-9117
9116,8-8832
9117,1-4557
9118,5-7313
9119,3-5475
9120,1-5432
9121,7-5496
9122,7-9346
9123,5-5280
9124,2-9272
9125,1-4339
9126,3-9092
9127,1-6979
9128,6-0410
9129,4-1190
9130,6-5859
9131,4-0490
9132,4-8973
9133,5-3670
9134,2-5124
9135,6-7422
9136,4-7485
9137,7-3501
9138,5-1675
9139,8-9782
9140,1-5916
9141,7-4253
9142,6-9657
9143,8-6910
9144,1-7072
9145,7-9688
9146,1-0594
9147,2-9119
9148,4-2361
9149,8-6180
9150,7-3831
9151,2-2884
9152,2-6962
9153,6-5477
9154,7-5544
9155,7-3232
9156,3-7020
9157,3-4478
9158,8-5703
9159,4-5377
9160,3-0503
9161,4-8069
9162,7-0974
9163,8-0284
9164,4-0227
9165,7-8791
9166,6-0637
9167,4-3075
9168,2-1339
9169,6-6886
9170,4-0910
9171,5-4232
9172,5-4904
9173,3-3681
9174,3-2888
9175,4-4071
9176,4-0561
9177,3-1143
9178,8-2465
9179,1-8005
9180,2-3738
9181,7-8957
9182,5-5026
9183,6-1693
9184,1-4033
9185,1-6480
9186,4-7993
9187,8-4214
9188,1-9018
9189,6-8163
9190,3-7458
9191,2-1904
9192,5-3964
9193,8-8363
9194,6-5038
9195,4-7367
9196,8-2964
9197,3-1272
9198,2-0793
9199,5-9711
9200,6-2287
9201,6-5674
9202,8-6592
9203,6-3540
9204,2-3552
9205,5-2213
9206,7-8194
9207,3-2255
9208,4-1601
9209,7-2141
9210,7-8659
9211,1-0773
9212,4-4250
9213,6-9552
9214,8-0702
9215,5-7778
9216,2-7045
9217,6-3982
9218,3-0809
9219,6-3419
9220,7-7405
9221,8-1467
9222,8-2924
9223,1-5310
9224,8-4186
9225,8-6346
9226,3-5056
9227,7-5888
9228,2-8232
9229,1-3121
9230,8-9170
9231,5-0473
9232,3-9355
9233,6-5422
9234,2-7879
9235,4-5362
9236,1-0364
9237,6-4772
9238,5-6980
9239,3-4368
9240,4-8326
9241,2-0422
9242,4-6452
9243,3-1133
9244,7-6936
9245,1-1575
9246,6-6751
9247,1-2353
9248,3-1652
9249,8-4501
9250,8-1992
9251,7-7579
9252,4-1922
9253,1-3833
9254,6-8176
9255,3-7721
9256,6-7962
9257,3-5453
9258,2-2405
9259,8-2970
9260,7-7516
9261,4-4508
9262,8-6046
9263,5-8668
9264,7-8254
9265,8-8295
9266,3-2675
9267,3-6748
9268,2-2897
9269,3-0135
9270,4-6630
9271,1-4328
9272,6-1951
9273,6-7004
9274,4-7590
9275,8-7886
9276,6-7480
9277,3-9345
9278,4-5801
9279,7-8286
9280,8-6458
9281,1-5823
9282,5-8765
9283,5-9329
9284,2-8106
9285,3-5653
9286,1-2806
9287,7-6364
9288,6-8877
9289,8-4180
9290,6-9993
9291,6-7831
9292,2-2872
9293,3-3782
9294,6-7472
9295,7-4806
9296,7-9319
9297,7-8842
9298,2-6367
9299,6-3515
9300,8-0912
9301,3-6025
9302,6-8941
9303,3-0387
9304,8-2503
9305,3-6473
9306,2-6637
9307,5-9118
9308,1-4588
9309,8-4151
9310,5-9775
9311,7-0318
9312,5-5432
9313,5-5835
9314,1-2913
9315,3-9312
9316,4-7461
9317,1-5781
9318,7-3982
9319,3-8909
9320,2-5961
9321,1-7622
9322,7-2848
9323,8-8552
9324,6-4262
9325,1-6332
9326,5-3456
9327,8-1890
9328,4-1485
9329,8-9532
9330,7-1071
9331,3-6940
9332,4-3161
9333,6-4319
9334,8-7661
9335,4-9178
9336,2-2261
9337,5-1278
9338,3-8661
9339,3-3628
9340,6-6774
9341,8-0998
9342,5-8308
9343,8-2369
9344,4-7781
9345,5-1806
9346,2-8553
9347,6-5253
9348,2-5910
9349,8-5877
9350,5-7653
9351,1-8448
9352,6-8983
9353,4-5668
9354,6-7778
9355,8-6839
9356,6-3023
9357,5-8019
9358,8-6468
9359,7-7743
9360,1-9788
9361,6-8730
9362,1-5853
9363,5-8999
9364,5-7963
9365,8-3609
9366,4-2283
9367,8-8203
9368,7-3372
9369,8-4667
9370,1-9946
9371,4-5293
9372,8-8274
9373,5-6544
9374,6-8561
9375,1-0937
9376,2-5273
9377,1-9520
9378,4-7674
9379,8-9572
9380,1-6733
9381,7-5300
9382,6-5390
9383,2-8537
9384,4-0323
9385,2-3406
9386,2-8794
9387,5-8643
9388,3-8402
9389,5-6744
9390,3-1472
9391,2-1631
9392,1-2850
9393,3-9654
9394,5-1050
9395,8-5874
9396,4-3481
9397,4-7412
9398,6-2497
9399,1-4004
9400,3-9767
9401,8-8982
9402,4-1382
9403,7-4794
9404,2-9103
9405,3-8200
9406,1-5399
9407,5-2166
9408,5-9590
9409,6-7569
9410,4-3981
9411,2-3017
9412,7-7940
9413,2-5752
9414,4-0034
9415,7-6257
9416,6-5553
9417,5-5232
9418,2-6031
9419,1-0497
9420,6-8399
9421,4-0579
9422,1-7168
9423,7-1533
9424,8-5037
9425,2-3240
9426,5-2351
9427,3-6379
9428,8-3850
9429,1-7869
9430,4-4975
9431,6-4860
9432,6-2730
9433,3-5827
9434,8-9996
9435,1-3707
9436,7-6966
9437,4-3148
9438,8-6930
9439,1-0792
9440,2-8827
9441,2-1492
9442,2-0110
9443,4-0934
9444,6-5509
9445,2-2593
9446,3-5063
9447,8-0307
9448,8-8812
9449,6-9869
9450,1-5898
9451,4-6152
9452,7-4392
9453,2-5748
9454,7-4107
9455,2-0595
9456,8-7428
9457,3-8050
9458,3-5599
9459,8-3973
9460,6-5854
9461,3-3915
9462,2-2487
9463,5-9560
9464,4-0978
9465,3-5612
9466,3-9714
9467,4-9427
9468,8-5028
9469,7-4065
9470,8-9284
9471,1-2631
9472,3-1883
9473,6-8562
9474,1-2081
9475,7-0395
9476,5-4809
9477,6-3390
9478,6-3673
9479,5-8420
9480,2-2385
9481,5-1207
9482,1-9294
9483,8-8215
9484,2-4675
9485,1-9563
9486,8-7603
9487,2-7532
9488,7-8207
9489,8-0799
9490,3-1806
9491,4-2163
9492,3-1892
9493,7-3679
9494,5-9789
9495,6-1001
9496,2-1105
9497,7-7406
9498,2-1788
9499,6-2142
9500,5-5574
9501,7-3935
9502,7-8313
9503,7-0952
9504,3-0976
9505,3-0989
9506,6-0087
9507,1-2696
9508,4-4133
9509,1-1906
9510,2-1376
9511,7-6757
9512,8-1211
9513,6-7184
9514,3-9586
9515,1-0325
9516,2-2813
9517,4-7595
9518,5-4893
9519,6-6359
9520,7-4335
9521,4-3773
9522,7-8275
9523,6-2818
9524,8-1209
9525,8-7672
9526,4-4408
9527,4-8285
9528,3-6233
9529,5-5297
9530,7-7853
9531,1-4158
9532,1-5597
9533,6-6706
9534,7-2831
9535,5-6938
9536,2-4417
9537,2-0292
9538,3-0773
9539,8-8260
9540,4-9852
9541,8-7491
9542,5-2186
9543,8-3258
9544,4-7889
9545,5-9476
9546,1-5913
9547,6-2768
9548,8-4150
9549,8-3804
9550,4-1031
9551,1-6225
9552,4-7265
9553,4-5519
9554,5-0533
9555,2-9373
9556,2-5339
9557,2-6352
9558,1-5934
9559,3-7023
9560,3-7339
9561,1-5028
9562,8-4446
9563,4-2816
9564,7-4475
9565,1-2141
9566,2-1358
9567,4-7153
9568,4-8511
9569,5-2746
9570,2-9239
9571,1-1767
9572,3-4008
9573,8-3948
9574,5-5325
9575,5-5064
9576,1-3657
9577,2-6168
9578,5-3225
9579,1-3116
9580,3-8808
9581,4-5594
9582,5-3538
9583,5-9017
9584,1-5858
9585,4-4697
9586,5-6889
9587,3-7512
9588,7-8877
9589,3-4072
9590,8-2207
9591,5-9074
9592,3-4122
9593,8-7277
9594,2-8595
9595,1-0701
9596,6-5669
9597,2-3543
9598,7-7494
9599,3-4624
9600,6-2472
9601,2-8220
9602,4-1535
9603,5-5955
9604,6-0697
9605,4-7350
9606,1-4133
9607,8-2906
9608,3-8787
9609,7-6002
9610,7-4550
9611,1-5123
9612,7-6256
9613,6-7144
9614,8-7501
9615,3-1107
9616,3-3452
9617,5-5818
9618,2-0039
9619,2-6442
9620,6-3052
9621,4-5340
9622,2-0585
9623,7-3852
9624,6-4342
9625,5-4399
9626,7-5663
9627,7-8841
9628,3-8438
9629,3-7892
9630,6-3311
9631,4-7648
9632,6-6419
9633,6-3713
9634,5-1404
9635,1-1105
9636,7-6126
9637,2-8222
9638,8-9140
9639,3-1522
9640,6-7197
9641,3-6343
9642,3-1240
9643,7-3280
9644,7-5081
9645,3-5090
9646,2-9029
9647,4-2707
9648,2-4547
9649,2-9774
9650,1-8840
9651,6-5037
9652,6-5868
9653,5-1124
9654,8-0528
9655,8-7126
9656,3-8620
9657,3-5576
9658,5-4265
9659,7-6773
9660,5-5495
9661,6-6202
9662,2-0841
9663,1-0872
9664,8-0306
9665,1-7700
9666,1-3137
9667,3-4911
9668,4-4901
9669,2-1870
9670,8-9271
9671,6-0392
9672,3-1283
9673,3-8678
9674,4-5878
9675,2-0671
9676,7-7001
9677,8-7693
9678,5-7581
9679,7-2707
9680,3-0019
9681,1-3772
9682,2-7734
9683,7-5805
9684,4-6518
9685,2-6151
9686,2-0838
9687,6-5795
9688,3-2226
9689,7-5647
9690,4-1372
9691,2-9027
9692,7-3335
9693,5-1339
9694,3-1552
9695,2-9692
9696,2-9832
9697,8-7237
9698,5-0941
9699,2-4179
9700,5-1373
9701,7-8863
9702,7-4530
9703,4-3011
9704,1-4827
9705,2-5160
9706,6-8040
9707,5-4976
9708,6-9159
9709,5-3701
9710,1-9582
9711,8-9542
9712,5-1484
9713,7-9947
9714,7-6047
9715,3-0699
9716,4-2898
9717,6-7929
9718,5-5202
9719,8-5647
9720,3-5901
9721,4-5699
9722,2-0704
9723,1-5405
9724,7-8433
9725,1-4650
9726,6-5727
9727,6-6486
9728,2-5552
9729,8-0554
9730,2-8386
9731,2-9361
9732,4-8481
9733,6-7825
9734,3-0828
9735,1-7597
9736,5-4707
9737,2-0293
9738,5-3454
9739,8-9955
9740,1-9639
9741,3-7056
9742,5-3959
9743,1-3744
9744,4-2590
9745,8-6320
9746,7-5688
9747,6-2747
9748,4-4860
9749,3-0497
9750,6-0002
9751,3-4195
9752,3-7074
9753,8-0537
9754,2-8947
9755,4-8868
9756,2-9988
9757,1-5943
9758,8-2712
9759,6-1811
9760,4-6483
9761,6-1624
9762,8-9138
9763,1-0127
9764,5-5333
9765,3-7163
9766,1-4184
9767,8-3324
9768,4-7643
9769,8-1759
9770,8-9559
9771,1-8226
9772,1-0648
9773,3-0358
9774,3-9408
9775,2-0127
9776,3-7734
9777,8-7364
9778,8-0798
9779,7-0229
9780,3-6928
9781,5-2913
9782,7-0328
9783,7-0117
9784,3-7172
9785,4-4411
9786,3-7271
9787,1-6241
9788,2-8612
9789,5-0047
9790,6-6062
9791,4-2231
9792,1-7777
9793,3-9784
9794,3-9680
9795,1-2820
9796,3-7870
9797,6-4391
9798,1-4684
9799,2-9759
9800,5-0772
9801,1-8383
9802,2-3319
9803,2-0602
9804,2-4709
9805,5-4219
9806,2-6171
9807,8-9056
9808,1-9356
9809,3-4110
9810,8-7743
9811,4-9783
9812,3-7125
9813,7-5084
9814,6-2702
9815,3-4732
9816,6-7041
9817,1-9952
9818,2-6493
9819,6-6918
9820,3-3456
9821,4-2073
9822,5-4686
9823,7-2578
9824,7-5133
9825,6-1815
9826,3-9791
9827,4-9579
9828,1-9275
9829,2-5756
9830,1-6772
9831,8-0224
9832,6-5233
9833,1-2928
9834,5-7981
9835,7-3552
9836,8-2421
9837,5-6214
9838,6-4352
9839,7-8885
9840,5-7421
9841,1-3575
9842,8-3394
9843,7-8932
9844,3-5712
9845,2-0012
9846,4-7515
9847,7-2105
9848,1-8772
9849,4-9002
9850,7-6467
9851,6-2071
9852,6-8215
9853,3-1392
9854,5-3815
9855,7-9013
9856,7-1202
9857,1-5139
9858,7-3279
9859,8-9280
9860,1-4248
9861,1-4793
9862,7-9536
9863,6-5309
9864,8-1253
9865,3-1416
9866,2-5270
9867,1-0559
9868,6-0909
9869,6-0779
9870,5-3535
9871,3-9148
9872,3-4684
9873,3-8599
9874,3-4749
9875,2-5744
9876,5-5152
9877,4-7883
9878,3-9544
9879,6-5247
9880,5-7272
9881,8-9317
9882,6-1166
9883,5-3034
9884,7-1711
9885,5-5198
9886,4-0037
9887,5-3573
9888,6-5104
9889,3-7950
9890,4-2894
9891,3-7647
9892,5-6393
9893,3-6531
9894,1-4390
9895,8-8587
9896,1-4916
9897,5-1218
9898,3-9358
9899,5-9430
9900,2-1608
9901,6-8160
9902,5-2200
9903,6-0660
9904,8-5651
9905,1-7651
9906,3-4400
9907,4-8599
9908,2-7957
9909,8-0210
9910,7-5059
9911,3-6730
9912,5-9664
9913,3-3428
9914,8-0158
9915,1-5884
9916,7-0166
9917,3-1505
9918,3-6990
9919,7-9444
9920,6-1571
9921,5-7882
9922,6-8950
9923,4-7771
9924,1-3626
9925,5-1429
9926,5-2203
9927,8-0880
9928,8-2386
9929,7-5340
9930,1-9676
9931,2-1374
9932,4-8654
9933,8-0627
9934,8-0374
9935,8-3923
9936,3-3228
9937,4-2592
9938,3-9934
9939,2-2694
9940,2-8482
9941,7-3075
9942,4-7324
9943,1-4144
9944,8-7987
9945,2-8086
9946,7-8838
9947,3-5113
9948,7-5983
9949,8-9007
9950,3-3894
9951,7-3868
9952,1-9236
9953,5-3586
9954,3-5977
9955,7-7675
9956,2-1482
9957,6-7734
9958,6-1837
9959,2-9109
9960,2-8402
9961,1-9595
9962,6-5740
9963,7-6372
9964,7-4714
9965,6-7331
9966,5-8285
9967,1-0981
9968,6-2039
9969,5-8582
9970,5-6643
9971,1-1761
9972,5-5304
9973,6-6543
9974,6-7821
9975,7-8025
9976,4-2511
9977,1-6234
9978,1-1827
9979,7-6403
9980,8-8400
9981,2-2841
9982,5-3071
9983,5-7824
9984,6-4339
9985,4-4950
9986,2-7623
9987,4-9353
9988,6-0219
9989,7-2723
9990,8-7133
9991,7-4648
9992,4-7173
9993,4-3568
9994,1-4891
9995,2-3570
9996,3-2824
9997,6-8658
9998,7-1981
9999,4-6299
10000,6-7402
10001,1-9042
10002,2-7905
10003,6-1665
10004,8-8111
10005,3-0351
10006,6-0768
10007,8-5272
10008,8-3558
10009,3-4460
10010,2-3023
10011,1-3338
10012,2-5640
10013,6-3739
10014,3-8133
10015,4-3548
10016,4-5956
10017,7-9538
10018,2-3979
10019,4-1100
10020,5-1669
10021,5-7047
10022,5-9266
10023,6-2602
10024,1-2070
10025,4-0913
10026,3-3390
10027,3-6412
10028,8-4764
10029,7-8096
10030,8-6047
10031,1-5581
10032,6-6230
10033,1-8458
10034,6-1214
10035,2-5353
10036,2-5032
10037,2-6825
10038,4-5383
10039,3-3642
10040,8-4649
10041,1-3630
10042,8-6537
10043,4-5518
10044,5-1138
10045,3-4082
10046,1-4907
10047,3-2753
10048,1-2075
10049,2-5180
10050,8-3482
10051,1-2446
10052,7-8898
10053,3-6930
10054,4-4646
10055,1-2433
10056,5-9817
10057,4-9597
10058,4-3535
10059,5-3711
10060,8-6531
10061,1-8362
10062,5-6838
10063,6-5842
10064,6-1982
10065,7-4436
10066,5-0542
10067,5-1178
10068,8-4013
10069,2-2445
10070,8-3314
10071,6-2221
10072,4-8462
10073,5-8132
10074,7-3399
10075,7-9542
10076,4-8967
10077,2-3623
10078,4-6041
10079,4-9494
10080,4-6881
10081,7-5997
10082,6-6712
10083,2-6305
10084,4-8052
10085,1-9624
10086,6-2299
10087,2-6123
10088,3-9081
10089,8-5876
10090,4-7135
10091,2-0538
10092,6-9583
10093,7-2062
10094,5-1839
10095,8-2626
10096,1-7746
10097,6-0323
10098,3-7894
10099,8-3594
10100,5-1625
10101,2-2583
10102,7-6213
10103,1-9463
10104,5-1836
10105,5-9320
10106,5-1273
10107,6-3631
10108,6-8363
10109,5-7242
10110,7-2608
10111,1-0300
10112,8-8803
10113,8-0635
10114,3-9945
10115,8-8463
10116,3-6790
10117,2-3776
10118,4-7552
10119,1-9962
10120,3-4202
10121,5-6288
10122,4-9967
10123,5-6100
10124,2-9412
10125,4-5870
10126,4-7481
10127,1-2538
10128,3-9973
10129,5-8396
10130,3-2003
10131,3-8450
10132,6-9270
10133,3-5991
10134,8-9732
10135,6-1850
10136,6-1211
10137,4-8675
10138,3-0000
10139,8-3523
10140,2-1746
10141,8-1516
10142,8-1861
10143,8-1301
10144,3-4062
10145,7-6166
10146,3-9168
10147,8-0413
10148,1-7775
10149,8-9152
10150,1-0821
10151,7-5500
10152,4-2169
10153,7-1938
10154,8-7403
10155,5-4857
10156,2-5441
10157,7-6700
10158,2-7518
10159,6-1876
10160,4-5196
10161,3-3145
10162,6-5924
10163,6-9524
10164,7-2959
10165,7-4881
10166,2-0885
10167,2-5955
10168,7-8359
10169,3-2815
10170,5-4247
10171,4-3479
10172,1-6139
10173,1-0919
10174,8-1274
10175,8-1442
10176,7-4584
10177,4-5444
10178,8-1851
10179,8-9979
10180,3-4470
10181,1-7467
10182,3-7880
10183,1-7439
10184,8-1597
10185,2-6940
10186,1-0805
10187,3-1620
10188,3-9406
10189,5-5406
10190,1-6233
10191,8-0059
10192,4-9800
10193,8-4397
10194,6-6803
10195,1-7494
10196,1-5330
10197,3-5562
10198,4-4149
10199,1-0811
10200,8-8869
10201,6-5204
10202,4-6716
10203,8-4724
10204,2-0638
10205,8-7062
10206,4-0709
10207,1-0353
10208,3-7968
10209,7-4970
10210,4-4733
10211,3-1727
10212,6-6637
10213,8-9994
10214,2-7974
10215,4-4203
10216,8-4747
10217,5-4019
10218,4-8729
10219,6-5251
10220,7-9258
10221,7-6842
10222,5-1108
10223,1-3304
10224,2-0820
10225,4-1736
10226,1-2554
10227,4-2515
10228,7-1936
10229,5-2373
10230,6-5058
10231,1-3314
10232,1-6065
10233,6-8432
10234,1-7520
10235,8-9891
10236,5-6200
10237,8-4728
10238,5-6799
10239,6-1636
10240,3-4319
10241,2-6287
10242,6-0896
10243,7-4691
10244,2-2342
10245,6-4559
10246,8-9643
10247,1-0041
10248,4-6219
10249,7-8513
10250,1-3120
10251,6-0747
10252,8-6675
10253,7-7071
10254,4-9380
10255,1-9220
10256,6-9074
10257,2-4722
10258,8-5373
10259,7-4706
10260,5-1323
10261,3-0374
10262,7-4585
10263,8-1952
10264,2-5644
10265,4-8109
10266,8-1298
10267,5-0132
10268,4-6938
10269,5-5471
10270,7-7977
10271,4-7198
10272,8-6871
10273,8-2084
10274,5-1456
10275,6-7766
10276,7-4516
10277,5-8936
10278,3-5718
10279,7-7383
10280,7-6518
10281,8-7322
10282,7-1459
10283,2-8933
10284,4-8026
10285,1-7160
10286,6-3491
10287,3-5593
10288,8-7000
10289,2-5065
10290,2-7477
10291,3-8869
10292,2-3761
10293,5-5901
10294,8-2865
10295,8-3853
10296,2-3658
10297,6-3103
10298,6-7186
10299,3-6794
10300,4-5579
10301,2-2784
10302,6-5065
10303,6-7453
10304,7-1033
10305,5-4761
10306,6-6613
10307,8-7760
10308,1-8868
10309,1-3658
10310,1-0488
10311,8-4003
10312,7-9647
10313,4-2880
10314,2-2923
10315,1-1502
10316,5-0629
10317,1-9885
10318,5-1724
10319,2-8296
10320,5-2924
10321,7-4196
10322,4-2891
10323,1-9862
10324,8-1130
10325,2-4263
10326,2-7388
10327,4-6183
10328,1-2816
10329,1-3357
10330,2-7811
10331,8-9584
10332,5-5630
10333,3-9732
10334,2-3562
10335,2-5043
10336,1-7842
10337,4-9839
10338,3-3739
10339,6-1888
10340,4-8701
10341,6-5344
10342,2-9503
10343,8-0994
10344,5-3773
10345,4-1300
10346,7-5733
10347,6-2872
10348,2-0966
10349,4-6933
10350,7-9567
10351,5-6729
10352,2-7327
10353,2-7839
10354,7-8215
10355,3-9778
10356,5-5084
10357,7-6105
10358,3-4450
10359,7-5935
10360,6-9190
10361,1-3287
10362,3-3888
10363,1-6643
10364,4-1218
10365,3-1378
10366,3-9278
10367,7-3081
10368,3-2228
10369,6-0186
10370,5-5081
10371,3-6478
10372,7-8281
10373,8-8419
10374,7-1706
10375,4-5494
10376,2-1708
10377,7-5558
10378,3-5450
10379,1-4952
10380,7-9229
10381,4-6437
10382,3-1328
10383,8-3603
10384,8-3230
10385,4-5705
10386,6-9011
10387,4-2673
10388,3-3180
10389,6-0980
10390,3-1296
10391,1-2676
10392,6-7247
10393,7-7418
10394,5-5795
10395,5-4076
10396,7-7667
10397,3-4366
10398,3-4188
10399,4-3486
10400,1-3969
10401,1-3142
10402,1-2041
10403,1-0032
10404,4-8079
10405,2-9590
10406,1-5232
10407,6-7105
10408,3-6289
10409,2-6105
10410,5-8928
10411,1-7623
10412,1-1173
10413,1-4384
10414,6-2626
10415,3-3258
10416,4-6622
10417,5-7346
10418,2-3155
10419,4-7656
10420,4-9405
10421,2-2933
10422,2-8322
10423,1-1782
10424,5-1703
10425,7-2481
10426,2-4124
10427,4-8813
10428,6-6161
10429,7-9816
10430,6-4886
10431,6-8400
10432,3-1268
10433,6-5340
10434,2-1123
10435,1-2628
10436,4-2710
10437,8-1259
10438,6-9373
10439,7-9803
10440,1-4459
10441,7-3266
10442,7-2571
10443,2-4375
10444,7-6607
10445,8-5707
10446,6-9312
10447,6-0094
10448,6-9938
10449,7-1220
10450,4-9674
